crop,area,rainfall,pesticide,soil_ph,fertilizer,temperature,yield
Grapes,27.11,553.71,1.28,6.13,334.48,22.77,28.15
Grapes,47.61,611.21,0.85,6.54,184.95,20.46,24.35
Grapes,19.97,579.81,2.35,6.05,189.68,23.01,22.77
Grapes,45.89,835.62,2.2,6.19,241.9,27.61,18.86
Grapes,34.97,607.2,1.91,6.42,187.65,25.45,16.5
Grapes,6.09,805.46,1.91,6.78,318.89,23.56,29.59
Grapes,10.8,677.02,1.37,6.31,279.97,20.82,25.99
Grapes,29.4,933.76,1.15,6.79,335.2,24.99,31.94
Grapes,13.77,724.82,2.86,6.23,271.77,25.39,26.68
Grapes,51.72,538.85,2.64,6.2,212.52,21.76,16.16
Grapes,7.73,793.59,1.26,6.62,170.78,27.42,20.19
Grapes,10.84,750.22,1.05,6.18,159.93,22.66,21.71
Grapes,47.26,543.59,2.77,6.62,174.04,22.25,21.72
Grapes,43.03,519.79,2.81,6.16,334.73,23.54,21.78
Grapes,4.37,985.23,2.67,6.96,208.97,21.78,22.6
Grapes,41.51,785.55,2.06,6.76,315.25,28.03,24.4
Grapes,38.53,778.1,2.49,6.15,308.26,22.68,27.43
Grapes,32.88,699.31,2.11,6.21,152.31,28.72,23.47
Grapes,38.52,799.46,1.18,6.73,271.91,23.28,31.9
Grapes,35.69,574.01,2.26,6.07,317.94,21.27,23.08
Grapes,33.81,820.99,1.93,6.41,209.53,28.82,23.19
Grapes,56.91,730.46,2.84,6.31,300.46,21.11,21.6
Grapes,21.64,883.36,2.09,6.68,219.96,24.41,21.25
Grapes,7.24,570.4,1.3,6.23,202.0,20.26,19.45
Grapes,12.36,869.36,1.56,6.17,258.73,21.6,20.61
Grapes,57.1,987.9,2.67,6.93,344.05,22.12,21.99
Grapes,59.37,796.55,1.01,6.18,346.19,29.54,22.21
Grapes,28.2,675.8,0.98,6.02,163.8,30.0,21.65
Grapes,53.35,573.63,2.37,7.0,268.89,21.95,28.57
Grapes,11.98,656.94,1.14,6.38,162.28,20.45,18.23
Grapes,21.65,576.29,2.68,6.97,156.63,21.35,24.36
Grapes,40.3,681.77,2.44,6.8,168.71,27.86,20.51
Grapes,16.35,988.16,2.2,6.27,326.47,22.0,29.87
Grapes,7.04,934.26,1.2,6.2,238.96,28.74,25.12
Grapes,59.66,797.58,1.88,6.05,299.47,25.3,20.56
Grapes,27.24,575.23,2.77,6.12,201.18,22.13,22.19
Grapes,17.32,890.83,2.26,6.8,241.66,27.41,20.66
Grapes,37.01,804.74,1.61,6.56,180.51,25.24,19.45
Grapes,26.93,657.47,2.05,6.8,231.3,21.26,24.9
Grapes,52.59,527.47,2.32,6.12,209.85,24.47,19.14
Grapes,56.56,686.51,2.92,6.62,349.0,25.47,29.13
Grapes,27.67,537.0,1.9,6.67,327.95,23.79,29.79
Grapes,50.58,651.44,1.52,6.69,241.65,28.58,25.18
Grapes,57.55,793.56,2.98,6.61,186.02,24.62,28.5
Grapes,37.57,702.74,1.01,6.38,193.39,22.41,21.46
Grapes,29.54,973.21,2.71,6.85,272.91,23.69,21.06
Grapes,9.16,857.8,1.85,6.38,288.64,28.37,21.73
Grapes,33.61,717.79,1.72,6.96,330.12,21.45,18.78
Grapes,53.42,999.77,2.17,6.22,228.32,25.47,26.46
Grapes,5.57,909.17,2.91,6.39,289.04,25.69,24.62
Grapes,16.02,689.76,2.19,6.5,250.5,26.15,22.25
Grapes,22.95,572.24,1.25,6.5,310.76,29.57,28.35
Grapes,28.74,612.54,1.96,6.39,291.4,20.42,21.24
Grapes,25.76,538.65,0.84,6.97,215.86,20.02,19.57
Grapes,23.37,511.08,2.72,6.32,182.97,20.91,24.82
Grapes,22.6,566.35,1.5,6.63,191.16,24.13,15.78
Grapes,59.26,628.17,1.15,6.49,177.94,24.4,18.84
Grapes,3.6,957.76,2.41,6.22,293.95,21.73,24.96
Grapes,56.87,892.96,1.47,6.42,327.79,23.5,24.86
Watermelon,24.65,618.47,0.52,6.18,243.0,26.67,40.78
Watermelon,24.79,682.16,0.9,6.51,190.4,29.16,52.03
Watermelon,29.47,669.26,1.87,6.65,112.05,28.68,46.86
Watermelon,4.53,786.7,1.58,6.93,129.42,24.53,42.53
Watermelon,10.13,572.01,0.59,6.74,196.01,31.2,53.83
Watermelon,7.56,697.16,1.4,6.03,226.46,22.47,34.53
Watermelon,22.93,447.38,0.43,6.74,105.4,30.91,45.15
Watermelon,29.59,772.48,1.5,6.46,125.95,23.87,35.16
Watermelon,9.21,581.51,0.76,6.74,107.81,23.25,32.4
Watermelon,3.78,477.83,1.51,6.43,203.02,23.17,43.12
Watermelon,6.85,751.52,0.63,6.82,211.24,30.89,46.81
Watermelon,18.91,481.41,1.97,6.02,108.52,26.25,41.82
Watermelon,12.61,400.64,0.31,6.36,165.43,28.8,33.65
Watermelon,11.2,650.89,0.84,6.46,116.2,22.93,27.93
Watermelon,23.73,781.11,0.39,6.34,244.35,30.66,36.22
Watermelon,24.3,684.69,1.63,6.64,156.03,30.95,38.41
Watermelon,17.49,455.03,1.78,6.12,184.7,22.51,42.71
Watermelon,19.77,718.73,1.66,6.82,169.39,31.77,49.74
Watermelon,21.52,591.35,1.8,6.22,144.55,23.5,36.98
Watermelon,1.59,696.63,0.37,6.6,155.24,30.4,35.17
Watermelon,15.33,573.5,0.59,6.98,148.25,25.24,27.48
Watermelon,9.72,478.36,0.5,6.83,211.05,23.45,31.18
Watermelon,13.47,745.96,1.58,6.14,197.07,28.51,34.07
Watermelon,28.46,695.17,0.89,6.07,155.46,23.53,30.01
Watermelon,17.86,426.72,0.77,6.06,199.51,27.71,31.87
Watermelon,2.82,657.96,0.8,6.07,140.14,24.86,34.95
Watermelon,28.57,401.51,0.63,6.42,221.02,26.25,32.7
Watermelon,23.66,584.68,1.81,6.12,156.34,31.08,34.41
Watermelon,1.18,774.51,0.65,6.8,151.53,25.76,29.19
Watermelon,7.48,630.51,0.54,6.71,170.59,27.25,51.28
Watermelon,13.54,420.23,0.72,6.68,224.98,28.66,35.07
Watermelon,26.6,694.39,1.69,6.78,142.11,25.47,50.97
Watermelon,19.05,412.91,1.04,6.42,228.19,30.19,35.15
Watermelon,9.11,762.97,0.49,6.38,210.73,30.06,49.28
Watermelon,7.11,493.34,1.81,6.06,221.75,31.58,50.88
Watermelon,28.71,707.09,1.76,6.84,116.99,24.3,47.73
Watermelon,15.31,650.52,0.46,6.67,174.81,31.75,36.34
Watermelon,9.91,477.37,1.91,6.38,114.11,27.3,25.76
Watermelon,29.38,600.11,1.68,6.62,162.54,28.46,48.74
Watermelon,6.47,779.98,0.83,6.39,115.32,29.47,36.08
Watermelon,25.49,746.73,0.91,6.44,148.59,25.75,37.44
Watermelon,20.13,529.03,0.45,6.93,164.52,28.98,28.39
Watermelon,27.08,504.76,0.7,6.45,216.22,23.81,44.8
Watermelon,13.09,716.34,0.83,6.45,173.95,28.56,40.86
Watermelon,26.63,667.18,0.73,6.15,159.27,27.03,36.1
Watermelon,5.67,520.76,1.71,6.58,165.06,26.7,39.01
Watermelon,14.19,515.3,0.69,6.24,194.71,30.85,35.66
Watermelon,8.13,613.39,1.93,6.85,213.94,30.55,34.26
Watermelon,18.77,454.44,1.52,6.91,191.35,24.51,37.8
Watermelon,21.66,694.41,0.56,6.67,185.7,27.83,58.37
Watermelon,19.3,687.68,1.1,6.83,100.09,30.14,45.41
Watermelon,12.21,790.11,0.62,6.4,162.39,30.56,37.02
Watermelon,23.04,597.12,0.36,6.72,182.93,23.71,46.08
Watermelon,19.84,428.15,1.66,6.63,163.18,26.38,38.67
Watermelon,15.91,482.8,0.59,6.54,210.82,22.86,39.38
Watermelon,20.41,667.56,1.75,6.83,213.75,28.13,58.26
Watermelon,1.37,675.11,0.6,6.46,187.49,29.84,54.99
Watermelon,26.87,438.16,0.39,6.66,161.1,30.41,39.3
Watermelon,26.22,673.08,1.3,6.08,232.78,26.74,45.07
Watermelon,29.71,440.3,1.69,6.79,179.7,29.46,34.28
Watermelon,19.91,761.81,1.57,6.83,156.9,24.75,40.39
Watermelon,23.16,787.61,1.82,6.31,189.86,31.88,39.23
Watermelon,20.89,712.45,0.72,6.54,126.82,23.86,45.52
Watermelon,27.92,691.37,1.62,6.31,195.9,22.43,54.14
Watermelon,14.38,699.91,1.16,6.89,188.28,27.02,50.61
Watermelon,11.78,720.94,1.47,6.4,123.12,22.48,32.99
Watermelon,1.02,601.09,0.57,6.01,181.09,28.87,48.45
Watermelon,6.55,615.08,0.79,6.75,103.0,25.77,37.92
Watermelon,2.55,573.08,0.74,6.79,204.38,26.5,49.21
Watermelon,15.27,459.38,1.09,6.28,174.41,24.86,40.19
Watermelon,17.41,797.13,1.82,6.92,246.11,30.64,47.87
Watermelon,23.61,543.04,1.89,6.31,105.97,29.82,34.93
Watermelon,20.59,567.26,1.35,6.74,226.06,27.81,52.84
Watermelon,6.56,566.54,0.86,6.07,117.33,28.45,35.9
Watermelon,1.44,608.59,0.32,6.72,220.06,30.35,34.45
Watermelon,20.47,754.52,0.85,6.77,152.22,22.02,33.41
Watermelon,16.01,477.68,1.05,6.53,130.88,23.8,45.14
Watermelon,23.97,545.53,1.89,6.07,182.4,23.96,33.22
Watermelon,21.77,633.37,1.91,6.87,110.84,24.44,39.97
Watermelon,25.21,690.03,1.17,6.98,228.64,25.31,41.94
Watermelon,16.0,508.51,1.52,6.08,171.64,31.37,34.69
Watermelon,25.32,408.29,1.0,6.99,159.66,28.86,27.51
Watermelon,14.85,507.59,1.8,6.8,180.21,25.46,39.32
Watermelon,3.16,475.21,1.7,6.91,249.36,30.16,39.94
Watermelon,21.12,747.58,1.63,6.22,148.05,27.71,39.66
Watermelon,11.29,436.4,1.2,6.42,198.98,27.32,46.13
Watermelon,26.04,731.7,1.91,6.42,205.62,27.33,39.36
Watermelon,19.24,796.43,1.78,6.34,172.67,31.66,31.31
Watermelon,5.21,638.34,0.32,6.12,212.53,28.96,36.88
Watermelon,4.57,711.79,1.96,6.49,106.35,23.69,35.43
Watermelon,6.97,670.2,0.96,6.44,166.94,28.69,32.09
Watermelon,0.71,588.12,1.31,6.09,220.73,27.38,49.61
Watermelon,19.26,741.96,1.04,6.09,236.41,30.77,33.19
Watermelon,26.71,505.26,1.82,6.47,234.17,23.7,36.65
Watermelon,13.62,527.76,0.4,6.16,128.32,24.6,43.45
Watermelon,9.64,582.64,0.85,6.53,156.15,29.18,29.38
Watermelon,1.39,476.19,0.52,6.47,183.86,30.03,33.21
Watermelon,2.59,420.75,0.87,6.28,237.73,22.39,36.83
Watermelon,19.18,441.02,1.81,6.52,198.79,30.84,31.58
Watermelon,18.0,755.82,0.97,6.64,217.99,28.06,38.44
Muskmelon,4.08,773.11,1.81,6.4,197.75,28.2,43.53
Muskmelon,24.16,786.22,0.63,6.03,137.93,23.46,28.49
Muskmelon,19.81,496.71,0.96,6.09,195.18,23.66,26.86
Muskmelon,18.78,489.56,0.51,6.21,234.04,26.04,29.91
Muskmelon,3.5,607.48,1.52,6.41,241.76,31.7,35.46
Muskmelon,23.86,555.09,1.6,6.47,165.25,31.79,29.66
Muskmelon,17.01,657.05,1.46,6.56,237.31,30.5,39.74
Muskmelon,12.46,527.13,1.0,6.52,207.16,22.09,29.6
Muskmelon,19.53,528.68,0.92,6.16,181.82,30.6,37.11
Muskmelon,13.46,597.56,0.72,6.77,201.02,26.22,31.8
Muskmelon,10.81,725.37,1.46,6.73,217.24,31.68,39.44
Muskmelon,14.2,401.77,0.93,6.07,123.26,26.29,31.66
Muskmelon,16.12,505.38,0.35,6.47,193.31,26.29,39.46
Muskmelon,23.26,441.92,1.03,6.31,176.22,28.81,27.95
Muskmelon,22.97,492.11,1.87,6.26,227.83,25.59,26.46
Muskmelon,18.88,750.24,1.82,6.21,190.65,25.58,27.78
Muskmelon,13.0,707.87,1.21,6.55,248.34,29.33,36.56
Muskmelon,19.57,670.1,0.47,6.6,200.33,27.98,36.55
Muskmelon,23.33,758.92,1.29,6.2,156.2,22.24,31.23
Muskmelon,3.77,644.71,0.73,6.9,122.59,27.41,24.59
Muskmelon,15.47,759.22,1.22,6.16,243.61,25.75,37.93
Muskmelon,20.7,690.58,0.95,6.72,168.13,31.78,32.2
Muskmelon,22.21,476.93,0.98,6.55,111.14,30.71,31.69
Muskmelon,9.76,430.94,0.3,6.19,123.9,23.7,31.51
Muskmelon,23.17,603.67,0.46,6.4,219.88,22.12,28.92
Muskmelon,20.66,477.1,1.47,6.27,214.86,28.01,23.43
Muskmelon,22.64,655.37,0.7,6.44,210.78,26.49,30.15
Muskmelon,18.87,672.03,1.73,6.3,206.31,30.07,38.71
Muskmelon,9.5,714.02,1.33,6.77,202.59,24.06,28.43
Muskmelon,1.07,587.57,1.38,6.49,242.38,27.78,34.62
Muskmelon,15.9,757.81,1.21,6.88,242.91,26.87,27.23
Muskmelon,24.05,568.95,0.62,6.09,207.13,30.46,25.54
Muskmelon,17.95,745.7,1.95,6.38,193.09,22.63,41.44
Muskmelon,20.24,662.91,1.91,6.63,124.42,29.62,29.58
Muskmelon,18.31,740.76,1.43,6.81,125.31,25.7,24.35
Muskmelon,16.27,700.92,1.68,6.32,172.46,25.78,27.22
Muskmelon,13.98,706.42,1.87,6.45,179.33,24.28,33.9
Muskmelon,0.68,492.52,1.4,6.49,242.18,28.83,31.67
Muskmelon,17.39,623.18,0.89,6.68,153.44,23.47,26.28
Muskmelon,20.05,435.42,0.61,6.94,222.14,27.27,29.9
Muskmelon,16.66,513.81,1.66,6.75,165.23,23.08,32.32
Muskmelon,3.04,633.44,0.94,6.79,175.7,29.65,40.88
Muskmelon,14.98,674.27,1.54,6.22,105.62,29.77,24.99
Muskmelon,15.73,467.5,0.92,6.73,219.55,28.91,40.36
Muskmelon,18.59,414.71,0.49,6.97,223.67,28.63,41.16
Muskmelon,23.46,656.9,0.92,6.3,229.71,26.19,35.58
Muskmelon,10.61,651.57,1.89,6.84,226.65,26.96,30.0
Muskmelon,24.47,794.23,0.53,6.77,245.34,28.03,43.39
Muskmelon,11.13,456.66,1.55,6.08,149.46,27.12,23.08
Muskmelon,11.91,615.68,1.62,6.9,124.11,27.49,28.07
Muskmelon,9.29,649.08,1.81,6.72,237.2,30.62,27.83
Muskmelon,14.63,746.03,1.72,6.07,125.37,31.78,25.47
Muskmelon,7.22,549.96,1.74,6.3,147.36,31.2,24.03
Muskmelon,15.97,688.45,0.78,6.37,208.76,25.06,29.15
Muskmelon,10.59,569.2,0.45,6.07,221.78,29.22,37.05
Muskmelon,9.22,664.73,1.68,6.15,235.8,23.29,28.45
Muskmelon,7.0,545.04,1.13,6.77,197.24,30.14,32.99
Muskmelon,15.68,752.0,1.99,6.22,123.17,24.01,36.9
Muskmelon,12.2,561.8,1.61,6.56,222.35,25.38,29.94
Muskmelon,18.3,416.03,1.21,6.4,112.15,24.9,32.54
Muskmelon,14.84,549.09,1.64,6.21,103.52,28.8,28.74
Muskmelon,1.28,459.54,0.3,6.16,214.38,30.13,35.31
Muskmelon,1.36,608.02,1.09,6.25,135.02,23.92,28.01
Muskmelon,4.98,594.91,1.64,6.91,197.9,28.4,25.0
Muskmelon,13.69,603.78,1.33,6.79,147.42,25.92,38.34
Muskmelon,15.02,652.29,1.18,6.49,209.9,28.94,36.37
Muskmelon,13.38,574.08,1.29,6.14,209.63,29.51,38.88
Muskmelon,16.65,622.52,0.38,6.43,235.62,26.96,31.6
Muskmelon,21.2,601.79,1.08,6.16,164.31,25.41,33.32
Muskmelon,2.08,481.11,0.3,6.47,156.73,23.86,28.67
Muskmelon,21.98,567.19,1.91,6.73,177.32,25.42,32.61
Muskmelon,9.56,441.18,0.98,6.31,230.66,25.85,26.94
Muskmelon,12.81,734.79,1.34,6.41,219.48,24.09,41.2
Muskmelon,14.92,623.68,0.7,6.79,223.73,27.82,28.6
Muskmelon,18.47,449.75,1.64,6.59,158.02,30.21,25.72
Muskmelon,3.27,522.36,0.72,6.84,175.13,27.64,28.36
Muskmelon,4.94,533.49,0.96,6.49,177.96,30.19,39.11
Muskmelon,18.88,771.66,1.97,6.19,224.67,28.44,43.82
Muskmelon,19.63,430.07,1.94,6.28,104.98,22.39,24.96
Muskmelon,3.07,686.56,0.76,6.66,233.77,22.6,30.31
Muskmelon,19.53,692.68,1.05,6.5,164.95,29.21,37.88
Muskmelon,13.65,503.18,1.37,6.52,163.56,26.12,28.27
Muskmelon,19.62,784.02,1.44,6.31,199.66,24.87,27.16
Muskmelon,16.14,557.8,1.92,6.95,212.09,27.9,24.23
Muskmelon,21.73,593.93,0.48,6.78,137.52,22.33,29.31
Muskmelon,18.93,434.65,0.68,6.78,155.29,23.66,25.48
Muskmelon,6.32,485.35,1.11,6.69,146.19,27.29,33.69
Muskmelon,17.41,540.21,0.82,6.79,229.17,31.56,33.03
Muskmelon,16.51,454.65,0.63,6.62,205.19,30.12,27.43
Muskmelon,8.94,769.42,0.33,6.86,124.56,30.05,33.29
Muskmelon,2.94,536.26,0.55,6.03,136.95,24.94,30.54
Muskmelon,6.22,476.94,1.02,6.43,129.39,24.49,34.69
Muskmelon,19.73,562.86,1.08,6.74,184.92,22.08,35.99
Muskmelon,17.16,436.7,0.34,6.88,135.93,30.24,21.86
Muskmelon,13.48,409.47,0.73,6.47,205.46,26.45,34.82
Muskmelon,2.62,500.67,0.7,6.67,173.83,23.33,34.96
Muskmelon,6.91,701.58,1.97,6.47,125.23,22.12,35.4
Muskmelon,5.44,408.55,0.84,6.92,249.07,27.11,31.68
Muskmelon,24.36,733.06,0.72,6.82,144.67,26.2,28.65
Muskmelon,12.36,549.32,1.68,6.2,108.58,29.91,32.78
Apple,46.27,1481.66,1.28,6.07,333.51,19.51,29.87
Apple,42.39,1445.67,1.62,5.58,262.18,18.79,20.9
Apple,7.7,1115.23,1.66,5.71,237.14,22.36,18.12
Apple,13.35,1346.18,1.72,5.59,185.52,23.08,22.58
Apple,45.85,1274.57,3.41,6.19,303.95,16.15,25.24
Apple,26.38,1544.61,2.68,5.56,315.75,16.05,23.59
Apple,4.05,1455.82,2.84,6.41,212.34,19.52,27.21
Apple,13.55,1472.94,2.28,5.81,234.39,17.24,20.16
Apple,9.17,1295.19,1.54,5.55,173.85,15.15,24.75
Apple,2.48,1525.45,2.94,5.91,263.46,20.95,26.97
Apple,64.67,1244.44,2.19,6.05,319.21,18.3,21.88
Apple,6.28,1662.99,1.17,5.83,176.59,19.74,27.34
Apple,55.65,1375.58,3.31,6.1,297.8,19.17,32.85
Apple,51.92,1056.17,2.07,6.04,325.79,20.49,28.41
Apple,11.91,1472.4,2.14,6.39,338.49,15.76,24.29
Apple,26.14,1191.37,2.9,6.18,246.37,17.88,23.52
Apple,33.02,1451.22,2.96,5.63,153.22,17.71,20.22
Apple,35.42,1366.83,2.71,6.35,307.86,20.19,25.99
Apple,69.07,1256.8,1.63,5.9,247.62,24.29,17.61
Apple,27.47,1391.7,1.91,5.68,211.17,21.79,17.95
Apple,37.84,1392.39,1.12,6.33,348.9,15.16,25.44
Apple,59.76,1680.06,3.44,6.09,223.37,20.62,22.25
Apple,6.72,1197.43,1.72,5.95,157.87,24.56,23.14
Apple,59.8,1248.5,1.76,5.75,229.72,21.85,22.19
Apple,45.74,1544.62,2.59,5.55,179.08,15.45,19.1
Apple,68.54,1524.09,3.13,6.21,214.31,23.93,23.18
Apple,21.48,1502.25,3.11,5.95,286.17,16.26,22.2
Apple,24.74,1591.99,1.53,6.07,291.33,23.62,29.78
Apple,59.47,1633.32,1.2,5.52,327.39,20.38,31.48
Apple,68.0,1232.22,2.78,5.96,325.61,16.86,20.33
Apple,3.83,1538.52,2.59,6.48,248.01,18.93,22.41
Apple,7.96,1368.38,2.47,5.61,261.61,17.99,30.73
Apple,67.67,1452.03,2.82,5.87,309.91,21.3,28.96
Apple,67.05,1176.74,1.19,5.72,324.12,20.73,22.12
Apple,59.08,1300.17,2.35,6.15,206.78,21.89,16.56
Apple,50.69,1049.31,2.47,5.79,190.25,17.26,19.56
Apple,16.85,1159.38,1.96,6.25,262.25,19.86,29.27
Apple,56.19,1323.57,2.56,6.26,151.29,17.12,21.21
Apple,61.14,1322.19,1.32,5.54,236.71,17.67,15.53
Apple,34.43,1466.52,1.17,6.4,240.5,21.24,22.25
Apple,19.28,1601.25,3.19,6.06,341.68,17.26,27.23
Apple,22.26,1251.89,2.95,5.54,231.8,17.1,20.36
Apple,64.37,1512.94,2.0,6.5,335.6,21.27,33.03
Apple,69.33,1403.27,2.84,6.23,157.75,17.08,18.34
Apple,68.91,1654.67,1.6,5.65,320.15,23.28,26.95
Apple,1.67,1292.72,2.31,5.62,182.52,21.46,16.93
Apple,14.28,1511.88,1.3,5.79,206.9,20.55,23.59
Apple,46.24,1030.41,2.83,5.71,168.07,23.25,21.75
Apple,8.82,1526.98,1.01,6.14,273.52,21.78,21.29
Apple,20.26,1621.64,1.3,5.63,285.33,19.39,25.48
Apple,44.18,1475.9,2.7,5.7,211.18,22.7,18.45
Apple,48.65,1176.85,1.28,5.62,234.41,24.57,22.78
Apple,56.18,1132.05,2.36,6.43,343.4,16.49,29.49
Apple,18.04,1033.46,2.72,5.93,283.39,18.87,27.03
Apple,68.25,1307.26,1.81,5.57,177.59,19.6,17.54
Apple,51.35,1560.75,1.77,5.7,220.17,23.45,25.32
Apple,36.47,1522.28,1.01,6.27,199.52,20.28,25.69
Apple,24.33,1345.1,3.48,6.27,314.78,16.86,24.75
Apple,57.0,1392.31,2.66,5.8,194.19,15.82,19.67
Apple,30.57,1431.64,1.25,5.65,304.74,19.35,28.19
Apple,38.29,1644.12,2.46,6.37,336.34,17.32,20.75
Apple,1.82,1658.73,3.08,5.51,256.4,20.86,24.42
Apple,36.86,1483.63,1.83,6.43,286.46,18.81,24.98
Apple,52.82,1299.01,1.31,5.57,222.42,17.39,18.28
Apple,5.9,1236.59,2.32,5.54,230.72,23.89,16.93
Apple,48.07,1495.22,2.13,6.31,267.7,22.29,21.28
Apple,66.79,1042.78,2.38,5.9,228.31,18.1,22.41
Apple,54.98,1048.02,2.34,6.21,340.16,23.16,22.97
Apple,27.52,1319.19,2.22,5.65,163.03,19.17,16.37
Apple,25.03,1477.3,3.24,5.88,327.77,22.1,19.34
Apple,52.16,1476.65,2.21,6.18,313.99,19.2,29.55
Apple,54.81,1623.01,1.66,5.73,156.48,15.93,24.07
Apple,37.88,1045.27,2.1,6.43,279.34,23.04,20.97
Apple,38.34,1025.32,2.77,5.88,167.62,18.25,19.66
Apple,3.61,1607.92,2.64,6.18,267.0,15.19,22.08
Apple,65.2,1286.48,3.27,6.21,267.35,22.58,18.53
Apple,11.62,1488.24,2.96,5.86,242.28,19.31,23.27
Apple,69.39,1040.69,3.43,6.36,220.47,18.96,25.07
Apple,38.92,1455.19,2.7,5.53,285.08,23.07,24.88
Apple,4.42,1219.86,1.36,5.59,155.46,19.17,22.76
Apple,19.4,1069.32,1.63,5.79,321.45,16.75,21.6
Apple,48.22,1684.69,1.63,6.13,280.25,19.96,23.63
Apple,6.92,1214.61,3.46,5.52,233.78,19.38,15.18
Apple,5.33,1607.99,1.25,6.01,174.94,16.04,18.23
Apple,43.53,1282.83,1.54,5.86,186.35,20.13,24.44
Apple,42.73,1658.81,2.02,5.5,291.89,18.68,29.83
Apple,44.66,1663.97,3.22,6.21,217.79,22.3,17.73
Apple,11.02,1544.29,1.41,5.84,228.93,15.92,18.3
Apple,35.2,1414.78,1.91,5.75,286.96,24.19,20.94
Apple,29.63,1357.68,1.17,6.2,300.96,18.04,20.15
Apple,61.51,1346.11,3.34,5.94,220.27,18.64,23.7
Apple,31.24,1578.3,1.76,5.73,294.16,19.8,28.49
Apple,69.18,1266.99,1.95,5.57,243.64,19.35,16.77
Apple,40.35,1505.05,1.85,5.52,264.11,23.96,22.21
Apple,12.05,1323.12,1.39,6.43,289.6,21.81,19.76
Apple,20.52,1653.75,3.42,5.89,193.3,24.95,18.95
Apple,35.34,1082.88,2.58,5.6,172.86,15.9,17.37
Apple,45.73,1230.46,2.4,5.74,335.86,20.31,21.56
Apple,9.7,1087.74,3.31,5.98,187.95,17.47,24.49
Apple,11.95,1660.64,1.93,6.17,257.97,22.4,29.83
Orange,37.55,1377.56,0.91,6.56,272.26,24.34,29.13
Orange,5.84,1360.23,0.5,6.93,245.76,26.08,23.53
Orange,33.04,1295.06,1.62,5.95,270.86,30.74,26.21
Orange,17.77,945.25,1.64,6.01,193.58,30.5,23.35
Orange,53.97,1115.27,2.07,6.45,273.91,29.28,28.41
Orange,54.26,1395.21,0.8,5.86,159.5,20.34,17.23
Orange,46.76,1249.95,1.43,6.98,157.82,23.32,19.63
Orange,1.86,1151.81,0.8,5.74,281.34,22.37,23.18
Orange,3.39,810.73,0.68,6.87,285.22,29.14,19.65
Orange,23.29,1077.19,0.72,5.92,239.7,28.53,22.28
Orange,26.77,976.16,2.0,6.5,175.86,23.37,18.01
Orange,52.7,999.59,1.61,5.66,299.41,22.33,16.96
Orange,22.96,806.74,0.79,5.7,189.08,21.47,16.49
Orange,47.09,851.92,1.05,6.63,240.16,22.12,17.87
Orange,47.89,1231.86,1.93,6.61,235.06,28.23,32.29
Orange,43.63,1202.22,0.63,6.17,207.48,29.86,21.88
Orange,56.96,1258.91,2.06,6.15,286.91,27.1,28.37
Orange,44.89,1397.83,1.06,5.54,278.03,23.69,25.43
Orange,43.36,1392.32,0.57,6.6,171.78,29.14,24.99
Orange,48.52,1230.25,2.43,5.77,257.63,28.27,27.06
Orange,31.44,1272.33,1.42,5.56,186.06,24.52,18.97
Orange,18.74,858.05,0.76,6.82,295.86,25.78,28.87
Orange,59.39,1080.19,2.29,6.3,217.1,21.52,21.31
Orange,20.57,983.25,0.87,6.4,198.98,22.12,15.08
Orange,49.43,1268.62,2.28,6.5,165.33,24.66,27.93
Orange,58.18,1096.79,0.63,6.14,182.53,22.85,23.25
Orange,45.55,1354.09,1.27,6.24,234.21,27.62,25.65
Orange,18.13,1205.67,2.39,6.9,233.2,23.97,32.56
Orange,36.13,1049.17,1.2,6.07,153.46,31.88,15.33
Orange,43.34,858.38,0.98,6.11,256.53,22.66,26.13
Orange,9.24,1184.64,2.13,6.1,198.0,34.68,18.56
Orange,53.01,979.18,2.14,5.66,213.33,33.36,15.09
Orange,9.7,1105.24,2.39,6.41,287.55,22.02,27.02
Orange,3.23,1030.29,1.27,6.61,185.4,28.34,23.39
Orange,12.74,1015.98,1.43,5.94,172.65,33.59,14.74
Orange,20.92,1023.18,2.19,6.21,162.55,32.05,19.46
Orange,27.61,1318.52,1.32,5.84,285.29,26.38,21.17
Orange,14.95,1377.19,2.13,6.77,206.24,27.78,25.7
Orange,6.88,1263.93,1.85,5.72,231.99,25.87,19.92
Orange,53.95,1219.48,0.5,6.13,271.51,33.02,19.68
Orange,10.89,1316.25,2.38,6.97,205.86,22.29,18.37
Orange,24.2,974.47,1.49,6.72,161.93,24.34,17.37
Orange,32.69,1392.62,0.55,6.7,181.6,33.96,18.26
Orange,5.99,1242.97,2.41,6.03,246.2,26.14,30.38
Orange,49.11,951.07,1.09,6.21,231.01,31.72,21.53
Orange,15.04,1232.58,1.04,6.52,214.38,23.67,20.34
Orange,28.67,1025.49,1.28,5.7,239.23,30.16,19.28
Orange,30.7,1198.91,0.54,6.07,180.53,27.51,26.84
Orange,9.05,1041.62,1.02,6.93,240.44,22.9,24.19
Orange,17.3,1111.85,1.8,5.67,246.01,25.33,26.88
Orange,48.54,1181.47,2.2,6.53,172.51,25.57,19.7
Orange,40.37,1070.5,1.92,5.55,219.38,23.49,24.54
Orange,47.8,1188.18,0.87,5.78,263.87,32.71,25.3
Orange,37.74,1305.68,1.37,6.21,281.02,27.09,24.69
Orange,58.91,1051.02,1.26,6.64,199.91,31.28,24.43
